date,token_address,token_symbol,price_usd
2026-01-29,0xa749de6c28262b7ffbc5de27dc845dd7ecd2b358,VFY,0.0247546824
2026-01-29,0x0b3e328455c4059eeb9e3f84b5543f74e24e7e1b,VIRTUAL,0.8565068546
2026-01-29,0xacfe6019ed1a7dc6f7b508c02d1b04ec88cc21bf,VVV,3.1810274547
2026-01-29,0x4200000000000000000000000000000000000006,WETH,3007.6761471884
2026-01-29,0xf43eb8de897fbc7f2502483b2bef7bb9ea179229,ZEN,8.8649541622
2026-01-29,0x1111111111166b7fe7bd91427724b487980afc69,ZORA,0.0306102238
2026-01-22,0x940181a94a35a4569e4529a3cdfb74e38fd98631,AERO,0.4799321074
2026-01-22,0x696f9436b67233384889472cd7cd58a6fb5df4f1,AVNT,0.2730248461
2026-01-22,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,89359.8975762532
2026-01-22,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,cbETH,3333.1139453842
2026-01-22,0x16ee7ecac70d1028e7712751e2ee6ba808a7dd92,FUN,0.0657551303
2026-01-22,0x00fbac94fec8d4089d3fe979f39454f48c71a65d,kVCM,0.0931707552
2026-01-22,0xb676f87a6e701f0de8de5ab91b56b66109766db1,LRDS,0.0354769129
2026-01-22,0xc55e93c62874d8100dbd2dfe307edc1036ad5434,mooBIFI,225.2037287408
2026-01-22,0xbaa5cc21fd487b8fcc2f632f3f4e8d37262a0842,MORPHO,1.178527994
2026-01-22,0x7ba6f01772924a82d9626c126347a28299e98c98,msETH,2964.6618132709
2026-01-22,0x526728dbc96689597f85ae4cd716d4f7fccbae9d,msUSD,0.9960346873
2026-01-22,0x194f360d130f2393a5e9f3117a6a1b78abea1624,SUMR,0.0117221193
2026-01-22,0x11dc28d01984079b7efe7763b533e6ed9e3722b9,SYND,0.052977574
2026-01-22,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0.9997001673
2026-01-22,0x767a739d1a152639e9ea1d8c1bd55fdc5b217d7f,VEIL,0.0456704214
2026-01-22,0x0b3e328455c4059eeb9e3f84b5543f74e24e7e1b,VIRTUAL,0.8387920847
2026-01-22,0xacfe6019ed1a7dc6f7b508c02d1b04ec88cc21bf,VVV,2.8406452895
2026-01-22,0xa88594d404727625a9437c3f886c7643872296ae,WELL,0.0064624763
2026-01-22,0x4200000000000000000000000000000000000006,WETH,2979.0210896293
2026-01-22,0xf43eb8de897fbc7f2502483b2bef7bb9ea179229,ZEN,10.2223240528
2026-01-22,0x1111111111166b7fe7bd91427724b487980afc69,ZORA,0.0316690831
2026-01-15,0xa81a52b4dda010896cdd386c7fbdc5cdc835ba23,???,0.4333094192
2026-01-15,0xff8104251e7761163fac3211ef5583fb3f8583d6,???,0.0496946268
2026-01-15,0x940181a94a35a4569e4529a3cdfb74e38fd98631,AERO,0.6070499047
2026-01-15,0x532f27101965dd16442e59d40670faf5ebb142e4,BRETT,0.0183917102
2026-01-15,0xcbada732173e39521cdbe8bf59a6dc85a9fc7b8c,cbADA,0.4144114398
2026-01-15,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,97057.614214159
2026-01-15,0xcbd06e5a2b0c65597161de254aa074e489deb510,cbDOGE,0.1462439814
2026-01-15,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,cbETH,3760.619464443
2026-01-15,0x1bc0c42215582d5a085795f4badbac3ff36d1bcb,CLANKER,36.685749572
2026-01-15,0xd262a4c7108c8139b2b189758e8d17c3dfc91a38,CYPR,0.0356601597
2026-01-15,0xfb31f85a8367210b2e4ed2360d2da9dc2d2ccc95,EDEL,0.0230602319
2026-01-15,0x74ccbe53f77b08632ce0cb91d3a545bf6b8e0979,fBOMB,0.0184670095
2026-01-15,0x00fbac94fec8d4089d3fe979f39454f48c71a65d,kVCM,0.0938698838
2026-01-15,0x7ba6f01772924a82d9626c126347a28299e98c98,msETH,3337.7922341096
2026-01-15,0x526728dbc96689597f85ae4cd716d4f7fccbae9d,msUSD,0.9947764936
2026-01-15,0x6b2504a03ca4d43d0d73776f6ad46dab2f2a4cfd,REI,0.0260603482
2026-01-15,0x11dc28d01984079b7efe7763b533e6ed9e3722b9,SYND,0.0586842386
2026-01-15,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0.9997746563
2026-01-15,0x767a739d1a152639e9ea1d8c1bd55fdc5b217d7f,VEIL,0.0664588667
2026-01-15,0x0b3e328455c4059eeb9e3f84b5543f74e24e7e1b,VIRTUAL,1.0236474667
2026-01-15,0xacfe6019ed1a7dc6f7b508c02d1b04ec88cc21bf,VVV,3.1024467239
2026-01-15,0xa88594d404727625a9437c3f886c7643872296ae,WELL,0.0080483493
